UT,Label,Period,tcs,mcs,mncs,mnjs,tncs,pp_top_perc,pp_uncited,prop_self_cits,int_cov
000397311400014,WOS:000397311400014,2000-2018,13,13,167%,81%,167%,0%,0%,13%,85%
000397311400015,WOS:000397311400015,2000-2018,8,8,103%,81%,103%,0%,0%,20%,92%
000397311400016,WOS:000397311400016,2000-2018,4,4,82%,82%,82%,0%,0%,20%,94%
000397311400017,WOS:000397311400017,2000-2018,5,5,64%,81%,64%,0%,0%,44%,94%
000397312200001,WOS:000397312200001,2000-2018,11,11,234%,194%,234%,100%,0%,21%,95%
000397312200002,WOS:000397312200002,2000-2018,3,3,91%,223%,91%,0%,0%,25%,81%
000397312200003,WOS:000397312200003,2000-2018,6,6,128%,194%,128%,0%,0%,33%,92%
000397312200004,WOS:000397312200004,2000-2018,17,17,226%,96%,226%,23%,0%,15%,95%
000397312200005,WOS:000397312200005,2000-2018,9,9,165%,119%,165%,0%,0%,0%,95%
000397312200006,WOS:000397312200006,2000-2018,10,10,156%,80%,156%,0%,0%,0%,91%
000397312200007,WOS:000397312200007,2000-2018,17,17,362%,194%,362%,100%,0%,19%,81%
000397312200008,WOS:000397312200008,2000-2018,5,5,123%,117%,123%,0%,0%,38%,85%
000397312200009,WOS:000397312200009,2000-2018,4,4,73%,119%,73%,0%,0%,33%,97%
000397312200010,WOS:000397312200010,2000-2018,6,6,94%,80%,94%,0%,0%,45%,83%
000397312200011,WOS:000397312200011,2000-2018,4,4,46%,49%,46%,0%,0%,43%,93%
000397312200012,WOS:000397312200012,2000-2018,4,4,63%,80%,63%,0%,0%,0%,93%
000397312200013,WOS:000397312200013,2000-2018,7,7,151%,70%,151%,0%,0%,13%,95%
000397312200014,WOS:000397312200014,2000-2018,1,1,21%,194%,21%,0%,0%,75%,89%
000397312200015,WOS:000397312200015,2000-2018,3,3,81%,130%,81%,0%,0%,0%,100%
000397312200016,WOS:000397312200016,2000-2018,4,4,108%,130%,108%,0%,0%,50%,97%
000397356800011,WOS:000397356800011,2000-2018,27,27,587%,139%,587%,100%,0%,25%,91%
000397403300001,WOS:000397403300001,2000-2018,3,3,36%,54%,36%,0%,0%,0%,92%
000397567900014,WOS:000397567900014,2000-2018,4,4,86%,47%,86%,0%,0%,0%,95%
000397636600001,WOS:000397636600001,2000-2018,17,17,195%,163%,195%,30%,0%,41%,97%
000397636600045,WOS:000397636600045,2000-2018,9,9,194%,208%,194%,0%,0%,0%,91%
000397691100001,WOS:000397691100001,2000-2018,13,13,205%,212%,205%,0%,0%,7%,77%
000397823700017,WOS:000397823700017,2000-2018,5,5,92%,136%,92%,0%,0%,44%,90%
000397982600001,WOS:000397982600001,2000-2018,1,1,152%,152%,152%,0%,0%,50%,76%
000398010100008,WOS:000398010100008,2000-2018,1,1,21%,25%,21%,0%,0%,50%,89%
000398012200049,WOS:000398012200049,2000-2018,0,0,0%,99%,0%,0%,100%,100%,87%
000398340000001,WOS:000398340000001,2000-2018,2,2,31%,49%,31%,0%,0%,50%,92%
000398499800007,WOS:000398499800007,2000-2018,6,6,116%,110%,116%,0%,0%,33%,94%
000398552800001,WOS:000398552800001,2000-2018,9,9,171%,111%,171%,0%,0%,50%,92%
000398647300018,WOS:000398647300018,2000-2018,18,18,206%,206%,206%,100%,0%,18%,95%
000398651200012,WOS:000398651200012,2000-2018,4,4,63%,179%,63%,0%,0%,20%,93%
000398867900004,WOS:000398867900004,2000-2018,12,12,160%,77%,160%,0%,0%,14%,98%
000398867900007,WOS:000398867900007,2000-2018,6,6,98%,151%,98%,0%,0%,25%,93%
000398930700012,WOS:000398930700012,2000-2018,15,15,320%,207%,320%,100%,0%,12%,93%
000398958300010,WOS:000398958300010,2000-2018,5,5,135%,103%,135%,0%,0%,0%,100%
000399002400014,WOS:000399002400014,2000-2018,12,12,137%,163%,137%,0%,0%,8%,93%
000399083300099,WOS:000399083300099,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,78%
000399191700001,WOS:000399191700001,2000-2018,16,16,213%,213%,213%,0%,0%,6%,94%
000399261000007,WOS:000399261000007,2000-2018,6,6,129%,74%,129%,0%,0%,25%,90%
000399387400020,WOS:000399387400020,2000-2018,21,21,453%,313%,453%,100%,0%,13%,99%
000399438500039,WOS:000399438500039,2000-2018,17,17,226%,150%,226%,23%,0%,26%,93%
000399452500013,WOS:000399452500013,2000-2018,1,1,29%,101%,29%,0%,0%,50%,93%
000399499800018,WOS:000399499800018,2000-2018,1,1,21%,89%,21%,0%,0%,0%,81%
000399528100001,WOS:000399528100001,2000-2018,1,1,11%,83%,11%,0%,0%,0%,91%
000399603200001,WOS:000399603200001,2000-2018,2,2,76%,95%,76%,0%,0%,33%,93%
000399603200002,WOS:000399603200002,2000-2018,1,1,11%,74%,11%,0%,0%,50%,94%
000399603200003,WOS:000399603200003,2000-2018,5,5,169%,169%,169%,0%,0%,17%,85%
000399603200004,WOS:000399603200004,2000-2018,1,1,38%,38%,38%,0%,0%,0%,93%
000399603200005,WOS:000399603200005,2000-2018,3,3,108%,90%,108%,0%,0%,40%,100%
000399603200006,WOS:000399603200006,2000-2018,5,5,49%,49%,49%,0%,0%,17%,90%
000399603200007,WOS:000399603200007,2000-2018,0,0,0%,8%,0%,0%,100%,NULL,100%
000399603200009,WOS:000399603200009,2000-2018,2,2,36%,36%,36%,0%,0%,33%,100%
000399603200010,WOS:000399603200010,2000-2018,0,0,0%,0%,0%,0%,100%,100%,86%
000399603200011,WOS:000399603200011,2000-2018,1,1,31%,55%,31%,0%,0%,50%,92%
000399632800002,WOS:000399632800002,2000-2018,1,1,19%,64%,19%,0%,0%,0%,87%
000399632800006,WOS:000399632800006,2000-2018,5,5,107%,70%,107%,0%,0%,17%,95%
000399686900001,WOS:000399686900001,2000-2018,4,4,85%,104%,85%,0%,0%,43%,90%
000399855800025,WOS:000399855800025,2000-2018,6,6,173%,157%,173%,0%,0%,45%,90%
000399855800026,WOS:000399855800026,2000-2018,4,4,53%,53%,53%,0%,0%,20%,92%
000399875600003,WOS:000399875600003,2000-2018,9,9,103%,68%,103%,0%,0%,44%,89%
000399875600087,WOS:000399875600087,2000-2018,5,5,78%,46%,78%,0%,0%,0%,86%
000399891600008,WOS:000399891600008,2000-2018,1,1,11%,46%,11%,0%,0%,50%,88%
000400001800002,WOS:000400001800002,2000-2018,0,0,0%,77%,0%,0%,100%,100%,87%
000400037300006,WOS:000400037300006,2000-2018,7,7,149%,167%,149%,0%,0%,13%,87%
000400037300010,WOS:000400037300010,2000-2018,1,1,16%,31%,16%,0%,0%,67%,66%
000400051100005,WOS:000400051100005,2000-2018,1,1,21%,73%,21%,0%,0%,0%,80%
000400051100007,WOS:000400051100007,2000-2018,8,8,323%,323%,323%,100%,0%,0%,86%
000400201700019,WOS:000400201700019,2000-2018,13,13,173%,77%,173%,0%,0%,24%,92%
000400247600037,WOS:000400247600037,2000-2018,6,6,162%,111%,162%,0%,0%,14%,93%
000400308800045,WOS:000400308800045,2000-2018,1,1,32%,224%,32%,0%,0%,75%,83%
000400461700013,WOS:000400461700013,2000-2018,5,5,57%,163%,57%,0%,0%,0%,99%
000400461700026,WOS:000400461700026,2000-2018,4,4,150%,207%,150%,0%,0%,0%,91%
000400492400001,WOS:000400492400001,2000-2018,6,6,69%,63%,69%,0%,0%,14%,93%
000400552200003,WOS:000400552200003,2000-2018,13,13,149%,149%,149%,0%,0%,19%,87%
000400600700016,WOS:000400600700016,2000-2018,29,29,456%,261%,456%,100%,0%,15%,81%
000400600700019,WOS:000400600700019,2000-2018,5,5,81%,84%,81%,0%,0%,0%,95%
000401071100002,WOS:000401071100002,2000-2018,11,11,209%,252%,209%,0%,0%,21%,87%
000401071100007,WOS:000401071100007,2000-2018,8,8,154%,193%,154%,0%,0%,11%,82%
000401112500011,WOS:000401112500011,2000-2018,11,11,126%,173%,126%,0%,0%,31%,94%
000401174800003,WOS:000401174800003,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,77%
000401180400001,WOS:000401180400001,2000-2018,4,4,122%,127%,122%,0%,0%,33%,93%
000401202100008,WOS:000401202100008,2000-2018,1,1,29%,99%,29%,0%,0%,0%,94%
000401202100014,WOS:000401202100014,2000-2018,7,7,202%,99%,202%,0%,0%,30%,74%
000401202600001,WOS:000401202600001,2000-2018,2,2,43%,64%,43%,0%,0%,60%,81%
000401202600008,WOS:000401202600008,2000-2018,6,6,154%,90%,154%,0%,0%,0%,98%
000401215300022,WOS:000401215300022,2000-2018,2,2,42%,42%,42%,0%,0%,33%,92%
000401238600006,WOS:000401238600006,2000-2018,8,8,106%,75%,106%,0%,0%,0%,96%
000401238600007,WOS:000401238600007,2000-2018,7,7,93%,75%,93%,0%,0%,22%,97%
000401241100001,WOS:000401241100001,2000-2018,10,10,320%,320%,320%,100%,0%,29%,78%
000401250500433,WOS:000401250500433,2000-2018,2,2,43%,43%,43%,0%,0%,50%,84%
000401303800009,WOS:000401303800009,2000-2018,4,4,46%,30%,46%,0%,0%,43%,85%
000401314700052,WOS:000401314700052,2000-2018,17,17,195%,181%,195%,30%,0%,23%,77%
000401383900008,WOS:000401383900008,2000-2018,13,13,238%,238%,238%,100%,0%,7%,88%
000401413700004,WOS:000401413700004,2000-2018,15,15,172%,81%,172%,0%,0%,6%,84%
000401413700043,WOS:000401413700043,2000-2018,3,3,51%,124%,51%,0%,0%,67%,89%
000401474500001,WOS:000401474500001,2000-2018,5,5,112%,70%,112%,0%,0%,17%,96%
000401509000008,WOS:000401509000008,2000-2018,4,4,68%,157%,68%,0%,0%,0%,91%
000401525900008,WOS:000401525900008,2000-2018,4,4,58%,66%,58%,0%,0%,0%,93%
000401589100001,WOS:000401589100001,2000-2018,15,15,339%,188%,339%,100%,0%,0%,96%
000401589700001,WOS:000401589700001,2000-2018,10,10,305%,145%,305%,100%,0%,9%,95%
000401672400044,WOS:000401672400044,2000-2018,4,4,119%,184%,119%,0%,0%,33%,78%
000401678100004,WOS:000401678100004,2000-2018,1,1,16%,43%,16%,0%,0%,0%,83%
000401678100020,WOS:000401678100020,2000-2018,9,9,254%,75%,254%,100%,0%,10%,90%
000401678100022,WOS:000401678100022,2000-2018,8,8,106%,75%,106%,0%,0%,20%,82%
000401714800001,WOS:000401714800001,2000-2018,14,14,428%,428%,428%,100%,0%,18%,95%
000401714800002,WOS:000401714800002,2000-2018,1,1,32%,96%,32%,0%,0%,50%,90%
000401714800003,WOS:000401714800003,2000-2018,4,4,99%,62%,99%,0%,0%,33%,83%
000401714800004,WOS:000401714800004,2000-2018,2,2,54%,101%,54%,0%,0%,33%,70%
000401714800005,WOS:000401714800005,2000-2018,0,0,0%,43%,0%,0%,100%,100%,92%
000401714800006,WOS:000401714800006,2000-2018,7,7,109%,43%,109%,0%,0%,0%,66%
000401714800007,WOS:000401714800007,2000-2018,6,6,192%,96%,192%,0%,0%,25%,90%
000401714800008,WOS:000401714800008,2000-2018,0,0,0%,55%,0%,0%,100%,100%,91%
000401714800010,WOS:000401714800010,2000-2018,2,2,43%,55%,43%,0%,0%,67%,90%
000401714800011,WOS:000401714800011,2000-2018,3,3,64%,55%,64%,0%,0%,0%,95%
000401714800012,WOS:000401714800012,2000-2018,5,5,153%,55%,153%,0%,0%,17%,84%
000401714800013,WOS:000401714800013,2000-2018,2,2,54%,101%,54%,0%,0%,50%,100%
000401765600001,WOS:000401765600001,2000-2018,7,7,80%,47%,80%,0%,0%,22%,94%
000401847800033,WOS:000401847800033,2000-2018,7,7,109%,49%,109%,0%,0%,22%,88%
000401868200001,WOS:000401868200001,2000-2018,2,2,27%,44%,27%,0%,0%,78%,90%
000401868900001,WOS:000401868900001,2000-2018,0,0,0%,84%,0%,0%,100%,NULL,98%
000401878100002,WOS:000401878100002,2000-2018,7,7,252%,252%,252%,84%,0%,0%,90%
000401888700018,WOS:000401888700018,2000-2018,2,2,31%,179%,31%,0%,0%,0%,87%
000401902400002,WOS:000401902400002,2000-2018,1,1,27%,135%,27%,0%,0%,0%,100%
000401936200018,WOS:000401936200018,2000-2018,23,23,519%,241%,519%,100%,0%,15%,93%
000401970400010,WOS:000401970400010,2000-2018,17,17,520%,352%,520%,100%,0%,23%,89%
000402048900001,WOS:000402048900001,2000-2018,5,5,78%,40%,78%,0%,0%,38%,95%
000402048900002,WOS:000402048900002,2000-2018,3,3,79%,79%,79%,0%,0%,40%,92%
000402048900003,WOS:000402048900003,2000-2018,1,1,13%,13%,13%,0%,0%,0%,76%
000402048900004,WOS:000402048900004,2000-2018,2,2,32%,23%,32%,0%,0%,50%,84%
000402048900005,WOS:000402048900005,2000-2018,5,5,105%,105%,105%,0%,0%,44%,94%
000402048900006,WOS:000402048900006,2000-2018,2,2,32%,60%,32%,0%,0%,0%,98%
000402048900007,WOS:000402048900007,2000-2018,8,8,106%,86%,106%,0%,0%,20%,86%
000402051400004,WOS:000402051400004,2000-2018,5,5,157%,157%,157%,0%,0%,17%,82%
000402189500001,WOS:000402189500001,2000-2018,1,1,16%,42%,16%,0%,0%,50%,100%
000402218300011,WOS:000402218300011,2000-2018,18,18,272%,222%,272%,100%,0%,5%,93%
000402295200021,WOS:000402295200021,2000-2018,2,2,27%,27%,27%,0%,0%,60%,90%
000402330500007,WOS:000402330500007,2000-2018,23,23,306%,204%,306%,100%,0%,4%,95%
000402359100017,WOS:000402359100017,2000-2018,7,7,138%,138%,138%,0%,0%,13%,89%
000402360300005,WOS:000402360300005,2000-2018,1,1,27%,27%,27%,0%,0%,0%,94%
000402460000004,WOS:000402460000004,2000-2018,1,1,19%,19%,19%,0%,0%,0%,86%
000402460000008,WOS:000402460000008,2000-2018,2,2,43%,70%,43%,0%,0%,0%,84%
000402545100001,WOS:000402545100001,2000-2018,1,1,24%,24%,24%,0%,0%,67%,92%
000402584500004,WOS:000402584500004,2000-2018,12,12,137%,169%,137%,0%,0%,20%,76%
000402584500022,WOS:000402584500022,2000-2018,11,11,442%,764%,442%,100%,0%,21%,91%
000402584500042,WOS:000402584500042,2000-2018,8,8,92%,169%,92%,0%,0%,20%,90%
000402609900001,WOS:000402609900001,2000-2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000402813500001,WOS:000402813500001,2000-2018,48,48,879%,897%,879%,100%,0%,23%,84%
000402851400002,WOS:000402851400002,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,79%
000402879800018,WOS:000402879800018,2000-2018,5,5,108%,70%,108%,0%,0%,29%,95%
000402907200014,WOS:000402907200014,2000-2018,6,6,129%,174%,129%,0%,0%,45%,97%
000402979700001,WOS:000402979700001,2000-2018,21,21,328%,178%,328%,100%,0%,9%,94%
000403120500004,WOS:000403120500004,2000-2018,0,0,0%,56%,0%,0%,100%,NULL,79%
000403120500007,WOS:000403120500007,2000-2018,1,1,22%,64%,22%,0%,0%,0%,97%
000403137200001,WOS:000403137200001,2000-2018,4,4,290%,163%,290%,48%,0%,0%,82%
000403179300068,WOS:000403179300068,2000-2018,20,20,473%,200%,473%,100%,0%,26%,97%
000403384500030,WOS:000403384500030,2000-2018,21,21,802%,802%,802%,100%,0%,5%,95%
000403485500001,WOS:000403485500001,2000-2018,2,2,73%,73%,73%,0%,0%,67%,70%
000403513800002,WOS:000403513800002,2000-2018,6,6,79%,126%,79%,0%,0%,14%,93%
000403514100020,WOS:000403514100020,2000-2018,4,4,148%,148%,148%,0%,0%,20%,87%
000403558700017,WOS:000403558700017,2000-2018,15,15,275%,275%,275%,100%,0%,6%,86%
000403559400009,WOS:000403559400009,2000-2018,5,5,57%,57%,57%,0%,0%,17%,92%
000403559400011,WOS:000403559400011,2000-2018,8,8,154%,130%,154%,0%,0%,11%,86%
000403676400008,WOS:000403676400008,2000-2018,2,2,67%,67%,67%,0%,0%,67%,88%
000403676400012,WOS:000403676400012,2000-2018,8,8,244%,244%,244%,68%,0%,11%,88%
000403676400020,WOS:000403676400020,2000-2018,2,2,43%,81%,43%,0%,0%,0%,88%
000403676400023,WOS:000403676400023,2000-2018,4,4,153%,153%,153%,0%,0%,43%,93%
000403753200001,WOS:000403753200001,2000-2018,4,4,14%,14%,14%,0%,0%,0%,85%
000403757300001,WOS:000403757300001,2000-2018,2,2,31%,57%,31%,0%,0%,0%,90%
000403820200021,WOS:000403820200021,2000-2018,24,24,648%,338%,648%,100%,0%,4%,91%
000403840000003,WOS:000403840000003,2000-2018,1,1,28%,158%,28%,0%,0%,67%,98%
000403848900001,WOS:000403848900001,2000-2018,1,1,11%,47%,11%,0%,0%,50%,86%
000403856900006,WOS:000403856900006,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,74%
000403985100008,WOS:000403985100008,2000-2018,1,1,33%,33%,33%,0%,0%,67%,88%
000404075700013,WOS:000404075700013,2000-2018,5,5,152%,152%,152%,0%,0%,0%,92%
000404126500002,WOS:000404126500002,2000-2018,5,5,180%,216%,180%,0%,0%,0%,93%
000404308100014,WOS:000404308100014,2000-2018,1,1,21%,163%,21%,0%,0%,67%,94%
000404320600010,WOS:000404320600010,2000-2018,0,0,0%,0%,0%,0%,100%,NULL,84%
000404320900004,WOS:000404320900004,2000-2018,2,2,45%,90%,45%,0%,0%,0%,67%
000404320900006,WOS:000404320900006,2000-2018,3,3,87%,117%,87%,0%,0%,25%,89%
000404331200007,WOS:000404331200007,2000-2018,2,2,54%,54%,54%,0%,0%,0%,92%
000404451300071,WOS:000404451300071,2000-2018,0,0,0%,63%,0%,0%,100%,100%,85%
000404483800004,WOS:000404483800004,2000-2018,0,0,0%,84%,0%,0%,100%,100%,91%
000404492500053,WOS:000404492500053,2000-2018,9,9,192%,167%,192%,0%,0%,25%,86%
000404510400017,WOS:000404510400017,2000-2018,4,4,63%,196%,63%,0%,0%,20%,96%
000404547000001,WOS:000404547000001,2000-2018,6,6,184%,184%,184%,0%,0%,14%,95%
000404547000002,WOS:000404547000002,2000-2018,3,3,81%,130%,81%,0%,0%,25%,84%
000404547000003,WOS:000404547000003,2000-2018,4,4,111%,111%,111%,0%,0%,50%,95%
000404547000004,WOS:000404547000004,2000-2018,6,6,154%,103%,154%,0%,0%,45%,84%
000404547000005,WOS:000404547000005,2000-2018,8,8,170%,194%,170%,0%,0%,27%,91%
000404547000006,WOS:000404547000006,2000-2018,2,2,61%,92%,61%,0%,0%,0%,87%
000404547000007,WOS:000404547000007,2000-2018,5,5,121%,93%,121%,0%,0%,38%,93%
000404547000008,WOS:000404547000008,2000-2018,5,5,107%,194%,107%,0%,0%,0%,85%
000404547000009,WOS:000404547000009,2000-2018,8,8,170%,194%,170%,0%,0%,0%,90%
000404547000010,WOS:000404547000010,2000-2018,2,2,65%,65%,65%,0%,0%,50%,84%
000404547000011,WOS:000404547000011,2000-2018,7,7,172%,117%,172%,0%,0%,30%,92%
000404547000012,WOS:000404547000012,2000-2018,2,2,43%,194%,43%,0%,0%,60%,91%
000404547000013,WOS:000404547000013,2000-2018,2,2,43%,194%,43%,0%,0%,0%,90%
000404547000014,WOS:000404547000014,2000-2018,9,9,274%,274%,274%,60%,0%,31%,91%
000404547000015,WOS:000404547000015,2000-2018,3,3,45%,85%,45%,0%,0%,40%,83%
000404547000016,WOS:000404547000016,2000-2018,2,2,67%,101%,67%,0%,0%,85%,92%
000404547000017,WOS:000404547000017,2000-2018,1,1,27%,130%,27%,0%,0%,50%,91%
000404547900001,WOS:000404547900001,2000-2018,1,1,24%,93%,24%,0%,0%,0%,86%
000404547900002,WOS:000404547900002,2000-2018,5,5,78%,80%,78%,0%,0%,17%,96%
000404547900003,WOS:000404547900003,2000-2018,0,0,0%,80%,0%,0%,100%,100%,88%
000404547900004,WOS:000404547900004,2000-2018,6,6,182%,223%,182%,0%,0%,40%,97%
000404547900005,WOS:000404547900005,2000-2018,14,14,378%,130%,378%,100%,0%,13%,88%
000404547900006,WOS:000404547900006,2000-2018,4,4,85%,194%,85%,0%,0%,0%,77%
000404547900007,WOS:000404547900007,2000-2018,4,4,63%,80%,63%,0%,0%,50%,86%
000404547900008,WOS:000404547900008,2000-2018,2,2,31%,80%,31%,0%,0%,67%,98%
000404547900009,WOS:000404547900009,2000-2018,1,1,21%,194%,21%,0%,0%,67%,76%
000404547900010,WOS:000404547900010,2000-2018,7,7,80%,49%,80%,0%,0%,42%,87%
000404547900011,WOS:000404547900011,2000-2018,6,6,154%,145%,154%,0%,0%,54%,96%
000404547900012,WOS:000404547900012,2000-2018,1,1,15%,85%,15%,0%,0%,0%,90%
000404547900013,WOS:000404547900013,2000-2018,10,10,213%,194%,213%,27%,0%,0%,93%
000404547900014,WOS:000404547900014,2000-2018,3,3,40%,96%,40%,0%,0%,25%,96%
000404547900015,WOS:000404547900015,2000-2018,8,8,170%,194%,170%,0%,0%,0%,94%
000404547900016,WOS:000404547900016,2000-2018,11,11,146%,96%,146%,0%,0%,8%,95%
000404547900017,WOS:000404547900017,2000-2018,2,2,61%,92%,61%,0%,0%,60%,85%
000404548900001,WOS:000404548900001,2000-2018,5,5,107%,194%,107%,0%,0%,17%,97%
000404548900002,WOS:000404548900002,2000-2018,8,8,121%,85%,121%,0%,0%,0%,91%
000404548900003,WOS:000404548900003,2000-2018,2,2,72%,86%,72%,0%,0%,50%,97%
000404548900004,WOS:000404548900004,2000-2018,5,5,92%,92%,92%,0%,0%,0%,96%
000404548900005,WOS:000404548900005,2000-2018,3,3,79%,79%,79%,0%,0%,40%,79%
000404548900006,WOS:000404548900006,2000-2018,12,12,256%,194%,256%,100%,0%,0%,87%
000404548900007,WOS:000404548900007,2000-2018,1,1,21%,194%,21%,0%,0%,0%,97%
000404548900008,WOS:000404548900008,2000-2018,3,3,77%,145%,77%,0%,0%,40%,92%
000404548900009,WOS:000404548900009,2000-2018,4,4,119%,119%,119%,0%,0%,0%,87%
000404548900010,WOS:000404548900010,2000-2018,17,17,266%,80%,266%,100%,0%,29%,98%
000404548900011,WOS:000404548900011,2000-2018,2,2,31%,80%,31%,0%,0%,50%,91%
000404548900012,WOS:000404548900012,2000-2018,8,8,170%,194%,170%,0%,0%,0%,94%
000404548900013,WOS:000404548900013,2000-2018,6,6,111%,92%,111%,0%,0%,60%,98%
