UT,Label,Period,tcs,mcs,mncs,mnjs,tncs,pp_top_perc,pp_uncited,prop_self_cits,int_cov
000358298500004,WOS:000358298500004,2000-2018,17,17,116%,171%,116%,0%,0%,15%,97%
000358368000007,WOS:000358368000007,2000-2018,14,14,213%,152%,213%,0%,0%,0%,82%
000358434200021,WOS:000358434200021,2000-2018,9,9,77%,88%,77%,0%,0%,18%,78%
000358439000002,WOS:000358439000002,2000-2018,6,6,60%,76%,60%,0%,0%,0%,92%
000358465700014,WOS:000358465700014,2000-2018,7,7,60%,60%,60%,0%,0%,46%,93%
000358466000003,WOS:000358466000003,2000-2018,3,3,35%,206%,35%,0%,0%,0%,83%
000358501600010,WOS:000358501600010,2000-2018,10,10,108%,108%,108%,0%,0%,52%,96%
000358547600111,WOS:000358547600111,2000-2018,19,19,185%,105%,185%,0%,0%,17%,90%
000358574300001,WOS:000358574300001,2000-2018,4,4,29%,29%,29%,0%,0%,33%,98%
000358631700007,WOS:000358631700007,2000-2018,1,1,10%,100%,10%,0%,0%,0%,100%
000358678100018,WOS:000358678100018,2000-2018,8,8,87%,255%,87%,0%,0%,20%,98%
000358681900001,WOS:000358681900001,2000-2018,5,5,37%,56%,37%,0%,0%,44%,96%
000358681900002,WOS:000358681900002,2000-2018,2,2,15%,56%,15%,0%,0%,87%,86%
000358681900003,WOS:000358681900003,2000-2018,25,25,149%,149%,149%,0%,0%,4%,96%
000358681900004,WOS:000358681900004,2000-2018,3,3,22%,56%,22%,0%,0%,63%,94%
000358681900005,WOS:000358681900005,2000-2018,23,23,163%,96%,163%,0%,0%,8%,87%
000358681900006,WOS:000358681900006,2000-2018,1,1,10%,10%,10%,0%,0%,86%,90%
000358681900007,WOS:000358681900007,2000-2018,10,10,64%,64%,64%,0%,0%,23%,98%
000358681900008,WOS:000358681900008,2000-2018,4,4,24%,24%,24%,0%,0%,43%,86%
000358681900009,WOS:000358681900009,2000-2018,14,14,103%,56%,103%,0%,0%,13%,84%
000358681900010,WOS:000358681900010,2000-2018,3,3,43%,29%,43%,0%,0%,0%,88%
000358681900011,WOS:000358681900011,2000-2018,0,0,0%,48%,0%,0%,100%,NULL,97%
000358681900012,WOS:000358681900012,2000-2018,18,18,132%,56%,132%,0%,0%,42%,94%
000358681900013,WOS:000358681900013,2000-2018,7,7,67%,23%,67%,0%,0%,0%,93%
000358681900014,WOS:000358681900014,2000-2018,2,2,19%,23%,19%,0%,0%,0%,93%
000358681900015,WOS:000358681900015,2000-2018,20,20,119%,48%,119%,0%,0%,0%,94%
000358681900016,WOS:000358681900016,2000-2018,12,12,71%,48%,71%,0%,0%,8%,89%
000358768200002,WOS:000358768200002,2000-2018,4,4,51%,51%,51%,0%,0%,20%,79%
000358768200008,WOS:000358768200008,2000-2018,9,9,85%,112%,85%,0%,0%,25%,98%
000358797800007,WOS:000358797800007,2000-2018,11,11,53%,53%,53%,0%,0%,0%,81%
000359020000003,WOS:000359020000003,2000-2018,5,5,32%,130%,32%,0%,0%,17%,95%
000359020000006,WOS:000359020000006,2000-2018,10,10,105%,126%,105%,0%,0%,17%,88%
000359061400134,WOS:000359061400134,2000-2018,12,12,115%,81%,115%,0%,0%,14%,88%
000359096000034,WOS:000359096000034,2000-2018,40,40,571%,473%,571%,100%,0%,11%,83%
000359167000038,WOS:000359167000038,2000-2018,0,0,0%,24%,0%,0%,100%,NULL,81%
000359177800006,WOS:000359177800006,2000-2018,5,5,52%,68%,52%,0%,0%,38%,88%
000359178800011,WOS:000359178800011,2000-2018,13,13,83%,205%,83%,0%,0%,28%,91%
000359200000005,WOS:000359200000005,2000-2018,78,78,376%,722%,376%,100%,0%,5%,95%
000359207100040,WOS:000359207100040,2000-2018,14,14,248%,248%,248%,100%,0%,18%,84%
000359306200009,WOS:000359306200009,2000-2018,23,23,221%,221%,221%,40%,0%,28%,87%
000359313300004,WOS:000359313300004,2000-2018,12,12,103%,76%,103%,0%,0%,0%,91%
000359319700007,WOS:000359319700007,2000-2018,8,8,86%,86%,86%,0%,0%,47%,93%
000359319700018,WOS:000359319700018,2000-2018,11,11,119%,168%,119%,0%,0%,8%,96%
000359319700028,WOS:000359319700028,2000-2018,164,164,791%,181%,791%,100%,0%,5%,93%
000359319800012,WOS:000359319800012,2000-2018,34,34,164%,122%,164%,0%,0%,44%,87%
000359320000002,WOS:000359320000002,2000-2018,7,7,82%,218%,82%,0%,0%,22%,92%
000359330200009,WOS:000359330200009,2000-2018,8,8,132%,139%,132%,0%,0%,20%,89%
000359564500011,WOS:000359564500011,2000-2018,2,2,19%,136%,19%,0%,0%,33%,100%
000359649500003,WOS:000359649500003,2000-2018,12,12,88%,70%,88%,0%,0%,8%,93%
000359738300062,WOS:000359738300062,2000-2018,14,14,165%,453%,165%,0%,0%,42%,72%
000359789000002,WOS:000359789000002,2000-2018,4,4,47%,51%,47%,0%,0%,0%,84%
000359801200001,WOS:000359801200001,2000-2018,2,2,10%,33%,10%,0%,0%,50%,87%
000359852300002,WOS:000359852300002,2000-2018,7,7,70%,208%,70%,0%,0%,0%,98%
000359863000010,WOS:000359863000010,2000-2018,14,14,107%,87%,107%,0%,0%,7%,95%
000359885300031,WOS:000359885300031,2000-2018,5,5,42%,42%,42%,0%,0%,0%,100%
000359951900033,WOS:000359951900033,2000-2018,2,2,26%,98%,26%,0%,0%,0%,98%
000359951900046,WOS:000359951900046,2000-2018,1,1,6%,37%,6%,0%,0%,0%,89%
000359956100041,WOS:000359956100041,2000-2018,5,5,35%,43%,35%,0%,0%,50%,82%
000359992500007,WOS:000359992500007,2000-2018,14,14,165%,244%,165%,0%,0%,30%,87%
000360022000001,WOS:000360022000001,2000-2018,4,4,34%,60%,34%,0%,0%,0%,94%
000360063000005,WOS:000360063000005,2000-2018,15,15,89%,77%,89%,0%,0%,12%,95%
000360263400001,WOS:000360263400001,2000-2018,8,8,69%,110%,69%,0%,0%,20%,98%
000360271100001,WOS:000360271100001,2000-2018,7,7,82%,88%,82%,0%,0%,0%,91%
000360271300001,WOS:000360271300001,2000-2018,9,9,43%,86%,43%,0%,0%,31%,96%
000360271500001,WOS:000360271500001,2000-2018,9,9,137%,95%,137%,0%,0%,31%,78%
000360299100194,WOS:000360299100194,2000-2018,9,9,43%,55%,43%,0%,0%,18%,94%
000360303300009,WOS:000360303300009,2000-2018,15,15,177%,177%,177%,0%,0%,46%,94%
000360383200070,WOS:000360383200070,2000-2018,46,46,683%,683%,683%,100%,0%,21%,99%
000360431800001,WOS:000360431800001,2000-2018,4,4,19%,32%,19%,0%,0%,43%,89%
000360437700001,WOS:000360437700001,2000-2018,6,6,29%,55%,29%,0%,0%,25%,79%
000360437700026,WOS:000360437700026,2000-2018,9,9,110%,156%,110%,0%,0%,25%,80%
000360437700081,WOS:000360437700081,2000-2018,2,2,13%,37%,13%,0%,0%,33%,91%
000360446000007,WOS:000360446000007,2000-2018,11,11,53%,53%,53%,0%,0%,31%,90%
000360446600005,WOS:000360446600005,2000-2018,14,14,165%,106%,165%,0%,0%,7%,90%
000360516100038,WOS:000360516100038,2000-2018,35,35,300%,97%,300%,100%,0%,20%,89%
000360548700005,WOS:000360548700005,2000-2018,0,0,0%,0%,0%,0%,100%,100%,68%
000360563800008,WOS:000360563800008,2000-2018,4,4,34%,69%,34%,0%,0%,33%,97%
000360592700008,WOS:000360592700008,2000-2018,52,52,420%,199%,420%,100%,0%,19%,89%
000360592900028,WOS:000360592900028,2000-2018,29,29,235%,221%,235%,80%,0%,19%,86%
000360596700026,WOS:000360596700026,2000-2018,8,8,51%,51%,51%,0%,0%,11%,93%
000360596700053,WOS:000360596700053,2000-2018,3,3,15%,50%,15%,0%,0%,0%,86%
000360613800048,WOS:000360613800048,2000-2018,5,5,74%,58%,74%,0%,0%,0%,73%
000360630200023,WOS:000360630200023,2000-2018,6,6,29%,131%,29%,0%,0%,14%,94%
000360631300001,WOS:000360631300001,2000-2018,7,7,193%,248%,193%,0%,0%,42%,83%
000360639500001,WOS:000360639500001,2000-2018,15,15,129%,110%,129%,0%,0%,25%,93%
000360760700002,WOS:000360760700002,2000-2018,36,36,214%,175%,214%,0%,0%,8%,96%
000360827400003,WOS:000360827400003,2000-2018,28,28,240%,336%,240%,100%,0%,7%,87%
000360844000004,WOS:000360844000004,2000-2018,19,19,245%,155%,245%,100%,0%,21%,82%
000360867400022,WOS:000360867400022,2000-2018,2,2,10%,45%,10%,0%,0%,67%,100%
000360921600001,WOS:000360921600001,2000-2018,29,29,201%,93%,201%,100%,0%,17%,90%
000360921600016,WOS:000360921600016,2000-2018,7,7,48%,93%,48%,0%,0%,0%,93%
000360949300002,WOS:000360949300002,2000-2018,13,13,141%,126%,141%,0%,0%,24%,89%
000360949300003,WOS:000360949300003,2000-2018,3,3,40%,125%,40%,0%,0%,40%,88%
000360949300005,WOS:000360949300005,2000-2018,16,16,188%,203%,188%,0%,0%,16%,95%
000360949300006,WOS:000360949300006,2000-2018,16,16,188%,203%,188%,0%,0%,11%,93%
000360949300007,WOS:000360949300007,2000-2018,28,28,330%,203%,330%,100%,0%,15%,85%
000360949300008,WOS:000360949300008,2000-2018,11,11,130%,203%,130%,0%,0%,0%,94%
000360966400047,WOS:000360966400047,2000-2018,13,13,112%,112%,112%,0%,0%,24%,79%
000361131800020,WOS:000361131800020,2000-2018,1,1,6%,166%,6%,0%,0%,50%,100%
000361138300016,WOS:000361138300016,2000-2018,19,19,113%,146%,113%,0%,0%,10%,98%
000361144200018,WOS:000361144200018,2000-2018,57,57,364%,243%,364%,100%,0%,11%,95%
000361145000014,WOS:000361145000014,2000-2018,49,49,313%,243%,313%,100%,0%,2%,100%
000361160200003,WOS:000361160200003,2000-2018,28,28,330%,132%,330%,100%,0%,15%,92%
000361160200004,WOS:000361160200004,2000-2018,8,8,84%,68%,84%,0%,0%,27%,82%
000361171200007,WOS:000361171200007,2000-2018,30,30,192%,184%,192%,0%,0%,14%,92%
000361182400007,WOS:000361182400007,2000-2018,17,17,200%,219%,200%,0%,0%,0%,92%
000361182400019,WOS:000361182400019,2000-2018,19,19,92%,131%,92%,0%,0%,34%,93%
000361182400024,WOS:000361182400024,2000-2018,8,8,69%,97%,69%,0%,0%,43%,91%
000361228900001,WOS:000361228900001,2000-2018,4,4,58%,58%,58%,0%,0%,33%,95%
000361231200001,WOS:000361231200001,2000-2018,8,8,51%,61%,51%,0%,0%,11%,94%
000361314800001,WOS:000361314800001,2000-2018,10,10,59%,56%,59%,0%,0%,33%,96%
000361318300001,WOS:000361318300001,2000-2018,7,7,82%,88%,82%,0%,0%,13%,95%
000361320700001,WOS:000361320700001,2000-2018,1,1,11%,57%,11%,0%,0%,0%,98%
000361321300002,WOS:000361321300002,2000-2018,10,10,181%,154%,181%,0%,0%,41%,91%
000361464000008,WOS:000361464000008,2000-2018,9,9,46%,118%,46%,0%,0%,31%,97%
000361464000025,WOS:000361464000025,2000-2018,9,9,147%,334%,147%,0%,0%,0%,93%
000361464000027,WOS:000361464000027,2000-2018,8,8,119%,332%,119%,0%,0%,38%,91%
000361464000047,WOS:000361464000047,2000-2018,18,18,195%,168%,195%,0%,0%,14%,94%
000361464000064,WOS:000361464000064,2000-2018,26,26,272%,272%,272%,100%,0%,24%,97%
000361501200008,WOS:000361501200008,2000-2018,2,2,17%,17%,17%,0%,0%,0%,93%
000361583500019,WOS:000361583500019,2000-2018,4,4,34%,76%,34%,0%,0%,0%,96%
000361583500029,WOS:000361583500029,2000-2018,6,6,38%,69%,38%,0%,0%,33%,88%
000361583500055,WOS:000361583500055,2000-2018,9,9,58%,69%,58%,0%,0%,18%,96%
000361826400047,WOS:000361826400047,2000-2018,5,5,42%,107%,42%,0%,0%,29%,94%
000361826400048,WOS:000361826400048,2000-2018,5,5,42%,107%,42%,0%,0%,29%,90%
000361834200003,WOS:000361834200003,2000-2018,0,0,0%,24%,0%,0%,100%,100%,94%
000361834200004,WOS:000361834200004,2000-2018,8,8,162%,162%,162%,0%,0%,27%,93%
000361834200005,WOS:000361834200005,2000-2018,1,1,14%,29%,14%,0%,0%,75%,87%
000361834200006,WOS:000361834200006,2000-2018,4,4,24%,48%,24%,0%,0%,75%,100%
000361834200007,WOS:000361834200007,2000-2018,1,1,10%,23%,10%,0%,0%,86%,90%
000361834200008,WOS:000361834200008,2000-2018,4,4,34%,34%,34%,0%,0%,43%,95%
000361834200009,WOS:000361834200009,2000-2018,3,3,24%,24%,24%,0%,0%,0%,91%
000361834200010,WOS:000361834200010,2000-2018,6,6,83%,83%,83%,0%,0%,0%,91%
000361834200011,WOS:000361834200011,2000-2018,2,2,25%,25%,25%,0%,0%,50%,73%
000361834200012,WOS:000361834200012,2000-2018,2,2,22%,22%,22%,0%,0%,33%,94%
000361834200013,WOS:000361834200013,2000-2018,16,16,130%,58%,130%,0%,0%,11%,92%
000361834200014,WOS:000361834200014,2000-2018,3,3,24%,58%,24%,0%,0%,57%,100%
000361845300015,WOS:000361845300015,2000-2018,3,3,28%,239%,28%,0%,0%,40%,94%
000361845300016,WOS:000361845300016,2000-2018,18,18,87%,113%,87%,0%,0%,5%,89%
000361851200003,WOS:000361851200003,2000-2018,11,11,57%,37%,57%,0%,0%,0%,93%
000361906200011,WOS:000361906200011,2000-2018,4,4,58%,77%,58%,0%,0%,33%,86%
000361934000011,WOS:000361934000011,2000-2018,1,1,11%,22%,11%,0%,0%,0%,95%
000361934000014,WOS:000361934000014,2000-2018,2,2,17%,76%,17%,0%,0%,0%,88%
000361941800001,WOS:000361941800001,2000-2018,0,0,0%,0%,0%,0%,100%,100%,75%
000362025000015,WOS:000362025000015,2000-2018,8,8,69%,97%,69%,0%,0%,43%,87%
000362025000020,WOS:000362025000020,2000-2018,2,2,17%,97%,17%,0%,0%,0%,94%
000362025000036,WOS:000362025000036,2000-2018,9,9,89%,89%,89%,0%,0%,59%,85%
000362029000011,WOS:000362029000011,2000-2018,11,11,79%,79%,79%,0%,0%,8%,80%
000362056800012,WOS:000362056800012,2000-2018,9,9,43%,43%,43%,0%,0%,10%,91%
000362122900001,WOS:000362122900001,2000-2018,6,6,71%,43%,71%,0%,0%,25%,85%
000362131300030,WOS:000362131300030,2000-2018,8,8,39%,125%,39%,0%,0%,27%,89%
000362134200002,WOS:000362134200002,2000-2018,9,9,46%,49%,46%,0%,0%,36%,92%
000362134200008,WOS:000362134200008,2000-2018,11,11,57%,49%,57%,0%,0%,8%,73%
000362134200022,WOS:000362134200022,2000-2018,4,4,21%,49%,21%,0%,0%,0%,75%
000362190700001,WOS:000362190700001,2000-2018,2,2,10%,44%,10%,0%,0%,82%,87%
000362271800007,WOS:000362271800007,2000-2018,48,48,341%,260%,341%,100%,0%,6%,91%
000362362300001,WOS:000362362300001,2000-2018,4,4,38%,19%,38%,0%,0%,33%,98%
000362420100011,WOS:000362420100011,2000-2018,2,2,15%,65%,15%,0%,0%,0%,92%
000362661400001,WOS:000362661400001,2000-2018,3,3,46%,168%,46%,0%,0%,63%,87%
000362720800003,WOS:000362720800003,2000-2018,1,1,11%,65%,11%,0%,0%,0%,92%
000362896000011,WOS:000362896000011,2000-2018,5,5,48%,190%,48%,0%,0%,50%,93%
000362932300002,WOS:000362932300002,2000-2018,0,0,0%,46%,0%,0%,100%,100%,77%
000362948500001,WOS:000362948500001,2000-2018,11,11,70%,145%,70%,0%,0%,39%,92%
000363061600002,WOS:000363061600002,2000-2018,4,4,48%,113%,48%,0%,0%,20%,90%
000363122000010,WOS:000363122000010,2000-2018,9,9,43%,131%,43%,0%,0%,0%,92%
000363122000016,WOS:000363122000016,2000-2018,12,12,103%,97%,103%,0%,0%,8%,88%
000363125200002,WOS:000363125200002,2000-2018,49,49,577%,219%,577%,100%,0%,36%,89%
000363125200003,WOS:000363125200003,2000-2018,15,15,229%,229%,229%,100%,0%,6%,89%
000363125200020,WOS:000363125200020,2000-2018,7,7,82%,219%,82%,0%,0%,13%,98%
000363125200031,WOS:000363125200031,2000-2018,7,7,60%,97%,60%,0%,0%,0%,92%
000363130900012,WOS:000363130900012,2000-2018,50,50,589%,453%,589%,100%,0%,23%,95%
000363202700001,WOS:000363202700001,2000-2018,14,14,187%,116%,187%,0%,0%,7%,89%
000363224700010,WOS:000363224700010,2000-2018,12,12,141%,141%,141%,0%,0%,60%,94%
000363309200066,WOS:000363309200066,2000-2018,12,12,114%,114%,114%,0%,0%,0%,87%
000363310300002,WOS:000363310300002,2000-2018,12,12,71%,103%,71%,0%,0%,0%,99%
000363310300003,WOS:000363310300003,2000-2018,4,4,28%,28%,28%,0%,0%,33%,85%
000363310300004,WOS:000363310300004,2000-2018,45,45,364%,218%,364%,100%,0%,29%,90%
000363310300005,WOS:000363310300005,2000-2018,9,9,73%,218%,73%,0%,0%,10%,91%
000363310300006,WOS:000363310300006,2000-2018,17,17,386%,386%,386%,100%,0%,11%,98%
000363310300007,WOS:000363310300007,2000-2018,12,12,97%,162%,97%,0%,0%,45%,97%
000363310300008,WOS:000363310300008,2000-2018,28,28,227%,162%,227%,0%,0%,20%,95%
000363310300009,WOS:000363310300009,2000-2018,31,31,362%,362%,362%,100%,0%,9%,91%
000363310300010,WOS:000363310300010,2000-2018,42,42,499%,267%,499%,100%,0%,2%,80%
000363310300011,WOS:000363310300011,2000-2018,25,25,149%,103%,149%,0%,0%,26%,92%
000363346900007,WOS:000363346900007,2000-2018,5,5,24%,49%,24%,0%,0%,0%,94%
000363423200003,WOS:000363423200003,2000-2018,18,18,87%,39%,87%,0%,0%,14%,93%
000363423500008,WOS:000363423500008,2000-2018,3,3,14%,39%,14%,0%,0%,67%,83%
000363476500001,WOS:000363476500001,2000-2018,7,7,77%,72%,77%,0%,0%,22%,91%
000363548300021,WOS:000363548300021,2000-2018,4,4,47%,84%,47%,0%,0%,0%,100%
000363636200002,WOS:000363636200002,2000-2018,32,32,227%,165%,227%,100%,0%,9%,95%
000363659300024,WOS:000363659300024,2000-2018,21,21,249%,249%,249%,0%,0%,9%,93%
000363659500012,WOS:000363659500012,2000-2018,14,14,83%,127%,83%,0%,0%,36%,88%
000363660200003,WOS:000363660200003,2000-2018,15,15,162%,255%,162%,0%,0%,25%,92%
000363660200014,WOS:000363660200014,2000-2018,9,9,58%,166%,58%,0%,0%,0%,92%
000363763900016,WOS:000363763900016,2000-2018,21,21,101%,131%,101%,0%,0%,28%,91%
000363782200023,WOS:000363782200023,2000-2018,29,29,185%,243%,185%,0%,0%,3%,94%
000363785900001,WOS:000363785900001,2000-2018,5,5,42%,37%,42%,0%,0%,29%,75%
000363815500031,WOS:000363815500031,2000-2018,0,0,0%,75%,0%,0%,100%,NULL,91%
000363859300001,WOS:000363859300001,2000-2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000363968000003,WOS:000363968000003,2000-2018,11,11,59%,110%,59%,0%,0%,15%,96%
000364205100001,WOS:000364205100001,2000-2018,1,1,6%,109%,6%,0%,0%,83%,92%
000364219100010,WOS:000364219100010,2000-2018,6,6,71%,145%,71%,0%,0%,60%,98%
000364219100017,WOS:000364219100017,2000-2018,6,6,51%,86%,51%,0%,0%,50%,97%
000364219100034,WOS:000364219100034,2000-2018,3,3,35%,145%,35%,0%,0%,0%,97%
000364219500001,WOS:000364219500001,2000-2018,5,5,66%,167%,66%,0%,0%,38%,93%
000364219500007,WOS:000364219500007,2000-2018,20,20,245%,107%,245%,100%,0%,13%,99%
000364219500030,WOS:000364219500030,2000-2018,9,9,97%,161%,97%,0%,0%,0%,79%
000364219500035,WOS:000364219500035,2000-2018,20,20,142%,174%,142%,0%,0%,23%,91%
000364262500030,WOS:000364262500030,2000-2018,19,19,265%,265%,265%,100%,0%,24%,94%
000364331400007,WOS:000364331400007,2000-2018,10,10,72%,91%,72%,0%,0%,23%,89%
000364348200001,WOS:000364348200001,2000-2018,8,8,94%,68%,94%,0%,0%,20%,83%
000364537300002,WOS:000364537300002,2000-2018,78,78,669%,257%,669%,100%,0%,3%,91%
000364609600006,WOS:000364609600006,2000-2018,1,1,19%,152%,19%,0%,0%,0%,89%
000364637100001,WOS:000364637100001,2000-2018,0,0,0%,49%,0%,0%,100%,NULL,97%
000364774900013,WOS:000364774900013,2000-2018,32,32,269%,220%,269%,100%,0%,14%,100%
000364778900002,WOS:000364778900002,2000-2018,5,5,61%,61%,61%,0%,0%,0%,91%
000364825000002,WOS:000364825000002,2000-2018,3,3,50%,88%,50%,0%,0%,0%,91%
000364848100001,WOS:000364848100001,2000-2018,2,2,12%,73%,12%,0%,0%,0%,92%
000364868900016,WOS:000364868900016,2000-2018,21,21,154%,151%,154%,0%,0%,9%,82%
000364954700013,WOS:000364954700013,2000-2018,3,3,50%,79%,50%,0%,0%,40%,95%
000364954800005,WOS:000364954800005,2000-2018,8,8,69%,69%,69%,0%,0%,20%,90%
000364970800001,WOS:000364970800001,2000-2018,3,3,23%,23%,23%,0%,0%,57%,91%
000364970800002,WOS:000364970800002,2000-2018,13,13,140%,140%,140%,0%,0%,0%,80%
000364970800003,WOS:000364970800003,2000-2018,11,11,70%,37%,70%,0%,0%,8%,96%
000364970800004,WOS:000364970800004,2000-2018,3,3,40%,40%,40%,0%,0%,0%,90%
000364970800005,WOS:000364970800005,2000-2018,3,3,30%,67%,30%,0%,0%,25%,96%
000364970800006,WOS:000364970800006,2000-2018,2,2,13%,37%,13%,0%,0%,67%,98%
000364970800007,WOS:000364970800007,2000-2018,3,3,32%,79%,32%,0%,0%,63%,96%
000364970800008,WOS:000364970800008,2000-2018,5,5,63%,42%,63%,0%,0%,0%,89%
000365045800003,WOS:000365045800003,2000-2018,4,4,34%,88%,34%,0%,0%,0%,68%
000365045800006,WOS:000365045800006,2000-2018,9,9,43%,58%,43%,0%,0%,0%,84%
000365046200011,WOS:000365046200011,2000-2018,34,34,286%,372%,286%,100%,0%,36%,92%
000365053600007,WOS:000365053600007,2000-2018,4,4,44%,44%,44%,0%,0%,56%,88%
000365053600008,WOS:000365053600008,2000-2018,13,13,63%,62%,63%,0%,0%,0%,95%
000365053800003,WOS:000365053800003,2000-2018,1,1,11%,97%,11%,0%,0%,0%,90%
000365053800009,WOS:000365053800009,2000-2018,6,6,71%,94%,71%,0%,0%,14%,92%
000365054900007,WOS:000365054900007,2000-2018,3,3,37%,74%,37%,0%,0%,40%,94%
000365062900022,WOS:000365062900022,2000-2018,25,25,214%,92%,214%,59%,0%,7%,79%
000365173100083,WOS:000365173100083,2000-2018,13,13,141%,317%,141%,0%,0%,13%,91%
000365195100001,WOS:000365195100001,2000-2018,4,4,40%,52%,40%,0%,0%,0%,96%
000365221500008,WOS:000365221500008,2000-2018,5,5,59%,59%,59%,0%,0%,29%,95%
000365221500009,WOS:000365221500009,2000-2018,1,1,8%,69%,8%,0%,0%,67%,94%
000365245200001,WOS:000365245200001,2000-2018,4,4,47%,132%,47%,0%,0%,0%,100%
000365308700001,WOS:000365308700001,2000-2018,1,1,20%,40%,20%,0%,0%,0%,91%
000365313100001,WOS:000365313100001,2000-2018,4,4,19%,86%,19%,0%,0%,20%,91%
000365411200009,WOS:000365411200009,2000-2018,25,25,121%,159%,121%,0%,0%,7%,89%
000365538600001,WOS:000365538600001,2000-2018,4,4,51%,85%,51%,0%,0%,20%,91%
000365538600002,WOS:000365538600002,2000-2018,17,17,200%,167%,200%,0%,0%,15%,95%
000365538600003,WOS:000365538600003,2000-2018,8,8,69%,107%,69%,0%,0%,53%,94%
000365538600004,WOS:000365538600004,2000-2018,26,26,223%,107%,223%,100%,0%,24%,88%
000365538600005,WOS:000365538600005,2000-2018,10,10,136%,350%,136%,0%,0%,17%,90%
000365538600006,WOS:000365538600006,2000-2018,4,4,34%,107%,34%,0%,0%,64%,90%
000365538600007,WOS:000365538600007,2000-2018,5,5,54%,79%,54%,0%,0%,29%,73%
000365538600008,WOS:000365538600008,2000-2018,8,8,86%,86%,86%,0%,0%,0%,85%
000365538600009,WOS:000365538600009,2000-2018,13,13,174%,93%,174%,0%,0%,43%,97%
000365538600010,WOS:000365538600010,2000-2018,9,9,43%,75%,43%,0%,0%,10%,95%
000365538600011,WOS:000365538600011,2000-2018,4,4,34%,107%,34%,0%,0%,56%,98%
000365538600012,WOS:000365538600012,2000-2018,1,1,10%,10%,10%,0%,0%,67%,93%
000365538600013,WOS:000365538600013,2000-2018,9,9,54%,62%,54%,0%,0%,44%,90%
000365538600014,WOS:000365538600014,2000-2018,6,6,76%,85%,76%,0%,0%,25%,98%
000365538600015,WOS:000365538600015,2000-2018,30,30,353%,167%,353%,100%,0%,21%,100%
000365538600016,WOS:000365538600016,2000-2018,4,4,24%,62%,24%,0%,0%,20%,95%
000365538600017,WOS:000365538600017,2000-2018,11,11,70%,91%,70%,0%,0%,0%,97%
000365540100001,WOS:000365540100001,2000-2018,15,15,77%,72%,77%,0%,0%,6%,92%
000365540100002,WOS:000365540100002,2000-2018,11,11,81%,73%,81%,0%,0%,27%,87%
000365540100003,WOS:000365540100003,2000-2018,3,3,36%,65%,36%,0%,0%,40%,87%
000365540100004,WOS:000365540100004,2000-2018,3,3,26%,107%,26%,0%,0%,0%,92%
000365540100005,WOS:000365540100005,2000-2018,30,30,192%,91%,192%,0%,0%,3%,95%
000365540100006,WOS:000365540100006,2000-2018,4,4,27%,68%,27%,0%,0%,20%,92%
000365540100007,WOS:000365540100007,2000-2018,0,0,0%,91%,0%,0%,100%,100%,95%
000365540100008,WOS:000365540100008,2000-2018,6,6,43%,104%,43%,0%,0%,14%,88%
000365540100009,WOS:000365540100009,2000-2018,7,7,45%,91%,45%,0%,0%,50%,96%
000365540100010,WOS:000365540100010,2000-2018,7,7,60%,107%,60%,0%,0%,30%,97%
000365540100011,WOS:000365540100011,2000-2018,45,45,288%,91%,288%,100%,0%,4%,95%
000365540100012,WOS:000365540100012,2000-2018,8,8,46%,80%,46%,0%,0%,38%,90%
000365540100013,WOS:000365540100013,2000-2018,3,3,35%,167%,35%,0%,0%,25%,94%
000365540100014,WOS:000365540100014,2000-2018,8,8,69%,107%,69%,0%,0%,33%,82%
000365540100015,WOS:000365540100015,2000-2018,19,19,92%,75%,92%,0%,0%,10%,88%
000365540100016,WOS:000365540100016,2000-2018,26,26,125%,75%,125%,0%,0%,7%,95%
000365540100017,WOS:000365540100017,2000-2018,25,25,149%,62%,149%,0%,0%,17%,93%
000365541400001,WOS:000365541400001,2000-2018,20,20,172%,107%,172%,0%,0%,29%,98%
000365541400002,WOS:000365541400002,2000-2018,15,15,172%,172%,172%,0%,0%,0%,97%
000365541400003,WOS:000365541400003,2000-2018,23,23,197%,107%,197%,0%,0%,15%,85%
000365541400004,WOS:000365541400004,2000-2018,14,14,98%,134%,98%,0%,0%,0%,90%
000365541400005,WOS:000365541400005,2000-2018,11,11,130%,167%,130%,0%,0%,21%,91%
000365541400006,WOS:000365541400006,2000-2018,23,23,118%,72%,118%,100%,0%,8%,84%
000365541400007,WOS:000365541400007,2000-2018,11,11,153%,153%,153%,0%,0%,0%,88%
000365541400008,WOS:000365541400008,2000-2018,17,17,109%,91%,109%,0%,0%,0%,90%
000365541400009,WOS:000365541400009,2000-2018,8,8,69%,69%,69%,0%,0%,43%,93%
000365541400010,WOS:000365541400010,2000-2018,2,2,39%,127%,39%,0%,0%,33%,86%
000365541400011,WOS:000365541400011,2000-2018,6,6,38%,91%,38%,0%,0%,0%,94%
000365541400012,WOS:000365541400012,2000-2018,5,5,52%,209%,52%,0%,0%,17%,96%
000365541400013,WOS:000365541400013,2000-2018,29,29,249%,107%,249%,100%,0%,22%,90%
000365541400014,WOS:000365541400014,2000-2018,22,22,171%,171%,171%,0%,0%,8%,89%
000365541400015,WOS:000365541400015,2000-2018,15,15,89%,62%,89%,0%,0%,38%,88%
000365541400016,WOS:000365541400016,2000-2018,10,10,122%,122%,122%,0%,0%,47%,88%
